Age,10,11,12,13,14,15,16,17,18,19,20
20,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.86
21,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
22,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
23,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
24,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
25,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
26,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
27,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
28,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
29,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
30,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
31,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.10,53.89
32,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.55,60.19,53.95
33,114.26,103.96,99.10,88.10,81.80,76.33,71.55,67.30,63.60,60.26,54.03
34,114.26,103.96,99.10,88.02,81.80,76.35,71.60,67.41,63.68,60.35,54.13
35,114.26,103.96,99.15,88.08,81.84,76.42,71.68,67.50,63.78,60.46,54.26
36,114.26,103.98,99.22,88.15,81.92,76.51,71.78,67.60,63.90,60.58,54.40
37,114.31,104.05,99.31,88.23,82.01,76.61,71.89,67.73,64.03,60.73,54.57
38,114.39,104.13,99.41,88.33,82.12,76.73,72.02,67.87,64.19,60.90,54.77
39,114.47,104.22,99.53,88.44,82.24,76.87,72.17,68.04,64.37,61.10,54.99
40,114.57,104.33,99.66,88.58,82.39,77.03,72.35,68.23,64.58,61.33,55.25
41,114.68,104.46,99.82,88.73,82.56,77.21,72.55,68.45,64.82,61.59,55.55
42,114.81,104.60,100.00,88.91,82.75,77.43,72.78,68.70,65.09,61.89,55.89
43,114.96,104.77,100.21,89.11,82.98,77.67,73.05,69.00,65.41,62.23,56.27
44,115.14,104.97,100.45,89.35,83.24,77.96,73.36,69.33,65.77,62.62,56.72
45,115.34,105.19,100.72,89.62,83.53,78.28,73.71,69.71,66.19,63.07,54.23
46,115.58,105.45,101.04,89.93,83.87,78.65,74.12,70.15,66.66,63.59,
47,115.85,105.75,101.40,90.29,84.26,79.07,74.57,70.65,67.20,,
48,116.16,106.09,101.81,90.70,84.71,79.56,75.10,71.22,,,
49,116.51,106.48,102.28,91.16,85.21,80.11,75.70,,,,
50,116.91,106.92,102.82,91.69,85.79,80.73,,,,,
51,117.36,107.41,103.42,92.28,86.44,,,,,,
52,117.87,107.98,104.11,92.96,,,,,,,
53,118.45,108.61,104.89,,,,,,,,
54,119.11,109.34,,,,,,,,,
55,119.85,,,,,,,,,,
,,,,,,,,,,,
