Age,10,15,20,25,30,,,,,,
20,118,80.2,61.3,50.2,42.9,,,,,,
21,118,80.2,61.4,50.2,43,,,,,,
22,118,80.2,61.4,50.3,43.1,,,,,,
23,118,80.2,61.4,50.4,43.3,,,,,,
24,118,80.2,61.5,50.5,43.4,,,,,,
25,118,80.2,61.5,50.6,43.6,,,,,,
26,118.1,80.3,61.6,50.7,43.8,,,,,,
27,118.1,80.3,61.7,50.8,44,,,,,,
28,118.1,80.4,61.8,51,44.2,,,,,,
29,118.1,80.5,61.9,51.2,44.5,,,,,,
30,118.2,80.5,62.1,51.4,44.8,,,,,,
31,118.2,80.6,62.2,51.6,45.1,,,,,,
32,118.3,80.8,62.4,51.9,45.4,,,,,,
33,118.4,80.9,62.6,52.2,45.8,,,,,,
34,118.5,81.1,62.9,52.6,46.3,,,,,,
35,118.6,81.3,63.2,52.9,46.8,,,,,,
36,118.8,81.5,63.5,53.4,47.3,,,,,,
37,118.9,81.8,63.9,53.8,47.9,,,,,,
38,119.2,82.1,64.3,54.4,48.6,,,,,,
39,119.4,82.4,64.7,54.9,49.3,,,,,,
40,119.7,82.8,65.2,55.6,50.1,,,,,,
41,120,83.2,65.8,56.3,,,,,,,
42,120.4,83.7,66.4,57,,,,,,,
43,120.8,84.3,67.1,57.9,,,,,,,
44,121.2,84.8,67.8,58.8,,,,,,,
45,121.7,85.5,68.6,59.8,,,,,,,
46,122.3,86.2,69.5,,,,,,,,
47,122.9,87,70.5,,,,,,,,
48,123.6,87.8,71.6,,,,,,,,
49,124.3,88.8,72.7,,,,,,,,
50,125.1,89.8,74,,,,,,,,
51,126,90.9,,,,,,,,,
52,127,92.1,,,,,,,,,
53,128,93.5,,,,,,,,,
54,129.2,94.9,,,,,,,,,
55,130.4,96.5,,,,,,,,,
56,131.8,,,,,,,,,,
57,133.3,,,,,,,,,,
58,135,,,,,,,,,,
59,136.8,,,,,,,,,,
60,138.8,,,,,,,,,,
